content_id,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
5313335392004160000.00,Client-side ranking to more efficiently show people stories in feed,Live asynchronously.,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Seniority,Assessing Salesforce's platform and ecosystem | ZDNet
5328558001212550000.00,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Who sponsors Drupal development? | Dries Buytaert,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,WeChat's world,Cross-channel user experiences with Drupal
5336562616168010000.00,Building Spring Cloud Microservices That Strangle Legacy Systems,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Building Flipkart Lite: A Progressive Web App,The Netflix Tech Blog: Netflix Billing Migration to AWS,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering
5338677278233750000.00,Ray Kurzweil: The world isn't getting worse - our information is getting better,The Difference Between Sympathy And Empathy - Expanded Consciousness,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",Who sponsors Drupal development? | Dries Buytaert,Staying one step ahead at Pixar: An interview with Ed Catmull
5424502143558020000.00,Post: Just Say mNo to Hungarian Notation,Firebase Test Lab for Android,The Importance of Code Reviews,Dark Scrum,Up your app's sharing game with DirectShare - Google Developers
5429045128339150000.00,Introducing Kotlin support in Spring Framework 5.0,"Kotlin in Production - What works, Whats broken",Building Flipkart Lite: A Progressive Web App,Serverless Architectures,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture
5445999759138700000.00,The Future of Digital Banking is Now,Nubank e Goldman fecham parceria de R$ 200 milhões,The Drive to Bank on Digital,Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO
5484061377044070000.00,Modelando APIs REST com Swagger,bliki: StranglerApplication,Xamarin for Everyone,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",The hardest thing in computer science
5530820581773160000.00,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,A importância dos filmes de mulherzinha - Capitolina,Empresa britânica adota licença remunerada no período menstrual,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"Little girls doubt that women can be brilliant, study shows"
5533752987392100000.00,The return of the machinery question,Two Different Sales Motions . . . .,An operating model for company-wide agile development,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
5658521282502530000.00,Sua comunidade de Teste.,Como Usar o Git e o GitHub,Top 5 Android Testing Frameworks with Examples,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Dicas avançadas de ruby (capybara/cucumber)
5688279681867460000.00,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object",Building more accessible technology,Making open source data more available,"Secret's founder returns with Bold, a Medium for enterprise",Designing smart notifications
5719793245136110000.00,Mobile banking conquista o coração dos brasileiros,CMN regulamenta abertura de conta de depósito por meio eletrônico,Starbucks tem mais dinheiro do cliente em cartões do que bancos,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Nubank começa a testar seu programa de fidelidade - Empresas Tech
5787934590133540000.00,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",Google is quietly recording everything you say. Here's how to hear it,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Serverless Data Sync in Web Apps with Bit Torrent,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com
5795281877636730000.00,It's The Future,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",Google's Cloud Machine Learning service is now in public beta,Google lags behind Amazon and Microsoft's cloud in one important area
5816734694927560000.00,Cubr,Microsoft's Open Source Love Affair Reaches New Heights,The next wave in software is open adoption software,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps
5847042211895220000.00,Chrome OS now has Material Design for the desktop,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Closure Compiler in JavaScript,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart
5849490334294120000.00,Resenha - A Chegada,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,Creating Compound Views on Android,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',My favorite people and resources to learn Android programming from
5854206600849990000.00,bliki: StranglerApplication,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications","GitHub broke my 1,000 day streak - Free Code Camp",The Java 8 API Design Principles,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet"
5875183869203890000.00,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Ouça a música criada pela inteligência artificial do Google | Google Discovery,14 Cool Drupal 8 modules for site builders | August 2016,"An independent organization just ranked Google as the best cloud, beating Amazon"
5928346445655980000.00,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Pesquisadores do MIT desenvolvem tecnologia que digitaliza livros fechados - Geek,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,6 reasons why I like KeystoneML,Angular 2
5940374562401780000.00,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Aplicações da Inteligência artificial | Endeavor Brasil,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Sobre o Hipsters Ponto Tech,Machine Learning and the VP Debate
5962268176939710000.00,Chat Smarter with Allo,Google lags behind Amazon and Microsoft's cloud in one important area,Graph Capabilities with the Elastic Stack,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,This startup uses machine learning and satellite imagery to predict crop yields
5964888566269320000.00,The economic essentials of digital strategy,The new tech talent you need to succeed in digital,Mobile Time,Liberty vai adotar telemetria e baratear seguro para bons motoristas,How to Create an Exponential Mindset
6015995473246770000.00,Meio&Mensagem,Can Accenture Take Over Advertising?,Accenture amplia atuação no Brasil,7 Questions to Ask Before Your Next Digital Transformation,Blaise Agüera y Arcas: How computers are learning to be creative
6031953227014490000.00,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,The Genderbread Person v3 | It's Pronounced Metrosexual,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,Introducing Ask a Female Engineer
6044362651232250000.00,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Como resolver conflitos no ambiente corporativo us,What Science Tells Us About Leadership Potential,"Para neurociência, motivação não é fator principal em mudança de hábitos"
6062146090334600000.00,Cubr,Kubernetes,Eclipse Foundation Releases Neon,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Ouça a música criada pela inteligência artificial do Google | Google Discovery
6104598399077150000.00,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js
6152652267138210000.00,An operating model for company-wide agile development,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Diane Greene wants to put the enterprise front and center of Google Cloud strategy,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",The return of the machinery question
6201946560186600000.00,6 exemplos de como usar computação cognitiva | EXAME.com,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,The future of the shopping mall,Mobile Time,The new tech talent you need to succeed in digital
6340108943344140000.00,AI Is Here to Help You Write Emails People Will Actually Read,The AI business landscape,5 reasons your employees aren't sharing their knowledge,Algorithms and architecture for job recommendations,"Hello, TensorFlow!"
6384824828701910000.00,Google is quietly recording everything you say. Here's how to hear it,Most Interesting APIs in 2016: Cognitive Computing,"Docker - Build, Ship, and Run Any App, Anywhere",Hacked Website Report - 2016/Q3,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz
6426224004219100000.00,O homofóbico dentro de cada um,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",12 JavaScript Hacks,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Workplace diversity in Brazil: there's still a long way to go
6437568358552100000.00,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption",What Color is Your Function?,How to Design a Walkthrough That Users Will Read,"No, Apple isn't the next BlackBerry - it's the next Microsoft","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
6463551093741810000.00,O que é liderança? Liderança é fazer a diversidade funcionar.,Workplace diversity in Brazil: there's still a long way to go,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Para entender o Dia Internacional contra a Homofobia
6519443272707690000.00,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,7 Questions to Ask Before Your Next Digital Transformation,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,The return of the machinery question,An operating model for company-wide agile development
6521856301289860000.00,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Building Flipkart Lite: A Progressive Web App,The Netflix Tech Blog: Netflix Billing Migration to AWS,Introducing Kotlin support in Spring Framework 5.0
6535950170823520000.00,Google's Cloud Machine Learning service is now in public beta,Microsoft's Open Source Love Affair Reaches New Heights,"Google launches Springboard, an AI-powered assistant for its enterprise customers",Powering a more connected and collaborative enterprise,Google lança YouTube Kids no Brasil | Google Discovery
6540624159201420000.00,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Visa lança desafio para startups de tecnologia - Startupi,Nubank pode fechar as portas se BC confirmar mudança amanhã,Itaú é pioneiro do blockchain,You won't recognize the new world of digital payments without this report
6569463984699530000.00,Liberty vai adotar telemetria e baratear seguro para bons motoristas,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,Mobile Time,Visa lança desafio para startups de tecnologia - Startupi
6583734846225930000.00,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,Why Is Learning Drupal Hard?,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design
6615662748793530000.00,Introducing JIRA Software for iPhone,"No Brasil, '25% dos celulares ainda são 'Burrofones'",Governo brasileiro cria manual para contratação de cloud,Organizing for digital acceleration: Making a two-speed IT operating model work,Assessing Salesforce's platform and ecosystem | ZDNet
6620060201676470000.00,"Fresco, sim! - Android Dev BR",StrictMode for Runtime Analysis on Android - Google Developers,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",Resenha - A Chegada,gotwarlost/istanbul
6642437212220340000.00,Governo define cronograma para plano nacional de Internet das Coisas,Nova pulseira tecnológica avisa se você já bebeu demais,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...
6643427232964980000.00,Promoting gender equality through emoji �� ��,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Criadas para casar,Empresa britânica adota licença remunerada no período menstrual
6644171916702620000.00,Tasting Dagger 2 on Android,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,My favorite people and resources to learn Android programming from,Advanced Android Espresso,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart
6664082205633620000.00,Cordova iOS Performance Improvements: Drop-in Speed with WKWebView,Microservices Architecture on Google App Engine,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,The Internet of Things is looking for its VisiCalc
6678691743269420000.00,How will bots make money? Here are 7 business models,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Blaise Agüera y Arcas: How computers are learning to be creative,Duolingo's chatbots help you learn a new language
6750029764020450000.00,The Business Case for Progressive Web Apps,Effective learning through code workshops | Box Blog,1º Congresso Brasileiro de IoT - Embarcados,Burger King aceita pedidos via mensagens no Facebook - Startupi,19 Tips For Everyday Git Use
6783622248311190000.00,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,"Docker - Build, Ship, and Run Any App, Anywhere",Mary Meeker's essential 2016 Internet Trends Report,The AI business landscape,Como a Microsoft está trabalhando com o conceito de IoT - Startupi
6807042796917360000.00,Facebook is open-sourcing its AI bot-building research,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,You don't talk about refactoring club,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack
6817244649248180000.00,Most Interesting APIs in 2016: Cognitive Computing,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Beyond Progressive Web Apps Part 1
6829640091575810000.00,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,Sete Reinos,A identidade visual de Budapeste para as Olimpíadas de 2024,71 erros de português que precisam sumir dos seus e-mails,Google employees are adding 'Lady' to their job titles to fight sexism
6850500272809380000.00,WeChat's world,"How I built an app with 500,000 users in 5 days on a $100 server","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Cross-channel user experiences with Drupal,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow"
6852597772196650000.00,Google lags behind Amazon and Microsoft's cloud in one important area,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
6881796783400620000.00,Quick Tip: Working with the JavaScript Battery API,"A whole new GitHub Universe: announcing new tools, forums, and features",Comparing React.js to Vue.js for dynamic tabular data,Building Flipkart Lite: A Progressive Web App,CMN regulamenta abertura de conta de depósito por meio eletrônico
6910763794618680000.00,Graph Capabilities with the Elastic Stack,Eclipse Foundation Releases Neon,Plano nacional de ''internet das coisas'' sai em fevereiro,Código Google: Introdução da próxima geração do Google Tag Manager e do Tag Manager 360 para Mobile Apps,How Do Top Android Developers QA Test Their Apps?
6940370558848100000.00,Alecrim/AlecrimCoreData,Joel on Software,Ordering coffee in Italy: the 10 commandments,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads","AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
6941466664989790000.00,You won't recognize the new world of digital payments without this report,Nubank pode fechar as portas se BC confirmar mudança amanhã,Can Accenture Take Over Advertising?,O tênue equilíbrio da equipe que desenha produtos digitais,Visa lança desafio para startups de tecnologia - Startupi
6947862790919970000.00,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Elastic Stack 5.0.0 Released,Chrome OS now has Material Design for the desktop,Mastering Bash and Terminal
6989198691754520000.00,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,Python Is Not Java (dirtSimple.org),Design Better Forms - uxdesign.cc - User Experience Design,Promises | Web Fundamentals - Google Developers
6997620589258670000.00,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Mobile Time,Nubank e Goldman fecham parceria de R$ 200 milhões,CMN regulamenta abertura de conta de depósito por meio eletrônico,Nubank começa a testar seu programa de fidelidade - Empresas Tech
7013665235990330000.00,Abrimos uma conta no Original.,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Engineering Digital Banking Solutions Using UX Methodology
7065704533945770000.00,The Continuous Delivery Maturity Model,Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,"DevOps security requires new mindset and tools for visibility, automation","GitHub broke my 1,000 day streak - Free Code Camp"
7087600436874500000.00,Most Interesting APIs in 2016: Cognitive Computing,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,"Docker - Build, Ship, and Run Any App, Anywhere",Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,Visa lança desafio para startups de tecnologia - Startupi
7088167897470450000.00,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Qual é o valor da área de T&D na sua empresa?,Investimentos em coaching e mentoring aumentam nas empresas,O que você deve fazer para se tornar um líder melhor?,4 Reasons Managers Should Spend More Time on Coaching
7155061818771050000.00,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","DARPA Goes ""Meta"" with Machine Learning for Machine Learning",The AI business landscape,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Making open source data more available
7181581805250410000.00,The new tech talent you need to succeed in digital,Mobile Time,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Nubank começa a testar seu programa de fidelidade - Empresas Tech
7187598944032790000.00,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mobify report reveals impact of mobile website speed,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Things you probably didn't know you could do with Chrome's Developer Console
7202701636941380000.00,"Kotlin in Production - What works, Whats broken",Building Spring Cloud Microservices That Strangle Legacy Systems,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Introducing Kotlin support in Spring Framework 5.0,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
7226503561499830000.00,Serverless real-time architecture on AWS: there is a way !,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Microservices Architecture on Google App Engine,Building Spring Cloud Microservices That Strangle Legacy Systems,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
7229629480273330000.00,9 Non-Threatening Leadership Strategies for Women,Top 10 Intranet Trends of 2016,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Two Different Sales Motions . . . .
7255021292858600000.00,Big IT Rising,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce","Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Embracing Agile,An operating model for company-wide agile development
7270966256391550000.00,Beyond Progressive Web Apps Part 1,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Accidental discovery could help batteries last years longer,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,Chrome DevTools - Console API Reference
7277161137091490000.00,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Cross-channel user experiences with Drupal,The AI business landscape,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8
7395435905985560000.00,"Hello, TensorFlow!",Text summarization with TensorFlow,"Amazon open-sources its own deep learning software, DSSTNE",Why Google App Engine rocks: A Google engineer's take,Making open source data more available
7400903238402580000.00,"Google launches Springboard, an AI-powered assistant for its enterprise customers","Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Here's proof that Google is getting serious about battling Facebook in a key area,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
7414483722019570000.00,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,"Little girls doubt that women can be brilliant, study shows",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Introducing Ask a Female Engineer,The Genderbread Person v3 | It's Pronounced Metrosexual
7424795099560670000.00,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,You don't talk about refactoring club,Creating Your Code Review Checklist - DaedTech
7429409096643370000.00,Beyond Progressive Web Apps Part 1,Serverless Data Sync in Web Apps with Bit Torrent,Programming by poking: why MIT stopped teaching SICP,Announcing .NET Core 1.0,The Broken Window Theory
7434270606888620000.00,StrictMode for Runtime Analysis on Android - Google Developers,LPIC-OT DevOps Engineer | Linux Professional Institute,Post: Just Say mNo to Hungarian Notation,Advanced Android Espresso,Creating Your Code Review Checklist - DaedTech
7458850059926540000.00,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Building interfaces with ConstraintLayout - Google Developers,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub
7459643459148480000.00,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,Microsoft's Open Source Love Affair Reaches New Heights,"Agile is Dead, Long Live Continuous Delivery - Gradle",Kotlin no Backend (Parte 2) :: Concrete Solutions
7459726589306440000.00,Making open source data more available,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Here's proof that Google is getting serious about battling Facebook in a key area,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
7506614456429880000.00,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy,Acquia Engage Awards Finalists Announced,"No Brasil, '25% dos celulares ainda são 'Burrofones'",How bot-to-bot could soon replace APIs
7507067965574790000.00,"How to build a robot that ""sees"" with $100 and TensorFlow",What is WebAssembly? The Dawn of a New Era - JavaScript Scene,Burger King aceita pedidos via mensagens no Facebook - Startupi,Dark Scrum,Inteligência artificial da IBM criou 'trailer perfeito' para filme
7516228655554300000.00,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",8 Insanely Simple Productivity Hacks,The Future of Business is Design,"Microsoft adquire LinkedIn por US$ 26,2 bilhões"
7520301770873470000.00,Creating value in auto finance with vLendRight | Kevin Moseri,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Google acquires deep search engine Kifi to enhance its Spaces group chat app,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão
7521700660190100000.00,Learn Hiragana: The Ultimate Guide,Design Patterns: Progressive Disclosure for Mobile Apps,UX ou UI?,Top 15 Facebook Open Source Projects You Must Know,How to Improve 8 Major Problem Areas for Japanese Learners of All Levels
7526364197140410000.00,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Internet of Things is looking for its VisiCalc,The barbell effect of machine learning.,A step-by-step guide to agile growth experiments,Machine Learning Is Redefining The Enterprise In 2016
7529823674661310000.00,Aplicação de visão computacional com OpenCV,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%
7534917347133940000.00,Post: Just Say mNo to Hungarian Notation,Sam Newman - Backends For Frontends,Firebase Test Lab for Android,Pull request first - Practical Blend,Creating Your Code Review Checklist - DaedTech
7544768317373280000.00,Why Is Learning Drupal Hard?,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Transfer Style But Not Color,Docker 1.12: Now with Built-in Orchestration!,Powering a more connected and collaborative enterprise
7606744605433790000.00,Two Different Sales Motions . . . .,An operating model for company-wide agile development,"5 awesome Google Keep features you aren't using, but should be",7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question
7612428320594230000.00,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Docker 1.12: Now with Built-in Orchestration!
7620697593009480000.00,JavaScript Conquered the Web. Now It's Taking Over the Desktop,Progressive Web App - first introduced on Google I/O | airberlin,Touch (TV Series 2012-2013),Text summarization with TensorFlow,How I sped up the initial render of my Polymer app by 86%
7664140604181040000.00,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Making open source data more available,Bayer anuncia compra da Monsanto por US$ 66 bilhões,"No, Apple isn't the next BlackBerry - it's the next Microsoft","contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object"
7734121175534200000.00,MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo,"Say goodbye to traditional customer segmentation "" Banking Technology",Mobile banking conquista o coração dos brasileiros,Governo define cronograma para plano nacional de Internet das Coisas,"No Brasil, '25% dos celulares ainda são 'Burrofones'"
7804826445069770000.00,5 reasons your employees aren't sharing their knowledge,The AI business landscape,Why Google App Engine rocks: A Google engineer's take,Touch (TV Series 2012-2013),"Google launches Springboard, an AI-powered assistant for its enterprise customers"
7814856426770800000.00,Alecrim/AlecrimCoreData,Joel on Software,Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
7818691400791320000.00,Abrimos uma conta no Original.,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",CMN regulamenta abertura de conta de depósito por meio eletrônico,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Bradesco lança serviço inédito para estimular o hábito de poupar
7823781477664930000.00,Google's Cloud Machine Learning service is now in public beta,Scala is the new golden child,Transfer Style But Not Color,Google cloud boss Diane Greene: We're winning against AWS and Microsoft,Google lags behind Amazon and Microsoft's cloud in one important area
7851022564818840000.00,Neural networks are inadvertently learning our language's hidden gender biases,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,The Genderbread Person v3 | It's Pronounced Metrosexual,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção","Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss"
7933360486658430000.00,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,The End Of Apps As We Know Them - Inside Intercom,WeChat's world,An operating model for company-wide agile development,Embracing Agile
7943088471380010000.00,"Autofill: What web devs should know, but don't",Cubr,Introduction to release engineering,Serverless Data Sync in Web Apps with Bit Torrent,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly
7985545205318790000.00,Creating Your Code Review Checklist - DaedTech,My favorite people and resources to learn Android programming from,The Importance of Code Reviews,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Post: Just Say mNo to Hungarian Notation
